Artist,Genre,Lyrics
AC/DC,Rock,"She gave me the queen She gave me the king She was wheelin' and dealin' Just doin' her thing She was holdin' a pair But I had to try Her deuce was wild But my ace was high  But how was I to know That she'd been dealt with before? Said she'd never had a full house But I should have known From the tattoo on her left leg And the garter on her right She'd have the card to bring me down If she played it right  She's got the jack, she's got the jack She's got the jack, she's got the jack She's got the jack, she's got the jack She's got the jack, she's got the jack She's got the jack, jack, jack, jack, jack, jack, jack She's got the jack  Poker face was her name Poker face was her nature Poker straight was her game If she knew she could get you She played 'em fast And she played 'em hard She could close her eyes And feel every card  But how was I to know That she'd been shuffled before? Said she'd never had a royal flush But I should have known That all the cards were comin' From the bottom of the pack And if I'd known what she was dealing out I'd have dealt it back  She's got the jack, she's got the jack She's got the jack, and who knows what else She's got the jack, yeah yeah She's got the jack, she's got the jack She's got the jack, she's got the jack She's got the jack, jack, jack, jack, jack, jack, jack She's got the jack She's got the jack, she's got the jack Hmm, it was a bad deal (jack) She gave me the (jack) eh She's got the (jack), she's got the (jack) She's got the (jack), ooh, can you tell she's got the (jack) (Jack, jack, jack, jack, jack, jack, jack) (She's got the jack, she's got the jack)  She's got the jack, she's got the jack She's got the jack, you'd never know but she's got the jack She's got the jack, she's got the jack She's got the jack, it hurts (she's got the jack) She's got the jack, jack, jack, jack, jack, jack, jack She's got the jack Ahh  (Boo!) Thank you, thank you, thank you people, thank you Thank you, I'm glad you liked the show Yes, thank you very much folks Good night and God bless7EmbedShare URLCopyEmbedCopy"
AC/DC,Rock,"It was one of those nights When you turn off the lights And everything comes into view She was taking her time I was losing my mind There was nothing that she wouldn't do  It wasn't the first It wasn't the last She knew we was making love I was so satisfied Deep down inside Like a hand in a velvet glove  Seems like a touch, a touch too much Seems like a touch, a touch too much Too much for my body, too much for my brain This damn woman's going to drive me insane She got a touch, a touch too much  She had the face of an angel Smiling with sin A body of Venus with arms Dealing with danger Stroking my skin Like a thunder and lightning storm It wasn't the first It wasn't the last It wasn't that she didn't care She wanted it hard And wanted it fast She liked it done medium rare  Seems like a touch, a touch too much Seems like a touch, a touch too much Too much for my body, too much for my brain This damn woman's going to drive me insane She got a touch, a touch too much Touch me!   Seems like a touch (Touch too much) You know it's much too much (Much too much) I really want to feel, yeah (Touch too much) Girl, you know you're giving me (Much too much) Seems like a touch Just a dirty little touch I really need your touch 'Cause you're much too much, too much, too much Seems like a touch, a touch too much Seems like a touch, a touch too much Givin' me a touch, a touch too much Lay me down and touch, a touch too much Seems like a touch, a touch too much  A touch too much A touch too much A touch too much Touch Come on, touch me Yeah!12EmbedShare URLCopyEmbedCopy"
AC/DC,Rock,"See dark shadows On the walls See the pictures Some hang, some fall And the painted faces all in a line  And the painted ladies Yeah, the painted ladies  Through the mists of time (Ah-ah-ah, ah-ah-ah) The mists of time (Ah-ah-ah, ah-ah-ah) Of the restless kind (Ah-ah-ah, ah-ah-ah) Through the mists of time On a magic ride Through the mists of time (Ah-ah-ah, ah-ah-ah) (Ah-ah-ah, ah-ah-ah)  Hear the whisper Of the whirlwind Monster shadows A light gone dim Dark horses Roam in my sleep Mystic voices Conjure up our dreams And the painted ladies Yeah, the painted ladies  Through the mists of time (Ah-ah-ah, ah-ah-ah) The mists of time (Ah-ah-ah, ah-ah-ah) Of the restless kind (Ah-ah-ah, ah-ah-ah) Through the mists of time On a magic ride Through the mists of time   (Ha-ah-ah, ha-ah-ah, ha-ah-ah, ha-ah-ah) And the painted faces (Ha-ah-ah, ha-ah-ah) Looking so divine (Ha-ah-ah, ha-ah-ah)  Through the mists of time (Ha-ah-ah, ha-ah-ah) The mists of time (Ha-ah-ah, ha-ah-ah) Of the restless kind (Ha-ah-ah, ha-ah-ah) Through the mists of time (Ha-ah-ah, ha-ah-ah) On a magic ride (Ha-ah-ah, ha-ah-ah) Searchin' for a sign (Ha-ah-ah, ha-ah-ah) Through the mists of time (Ha-ah-ah, ha-ah-ah) The mists of time, time1EmbedShare URLCopyEmbedCopy"
AC/DC,Rock,"Whiskey, gin and brandy With a glass, I'm pretty handy I'm tryin' to walk a straight line On sour mash and cheap wine  So, join me for a drink, boys We're gonna make a big noise So, don't worry about tomorrow Take it today Forget about the check, we'll get hell to pay  Have a drink on me Yeah, have a drink on me Yeah, have a drink on me Have a drink on me  I'm dizzy, drunk and fighting On tequila, white lightnin' Yes, my glass is gettin' shorter On whiskey, ice and water  Yeah, so come on, have a good time And get blinded out of your mind So, don't worry about tomorrow Take it today Forget about the check, we'll get hell to pay Have a drink on me Yeah, have a drink on me Yeah, have a drink on me Have a drink on me tonight Get stoned  Have a drink on me Have a drink on me Have a drink on me Come on  Going another round Gonna hit the ground Take another swig Have another drink Gonna drink you dry Gonna get me high Come on, all the boys make a noise Have a drink on me (Have a drink on me) Have a drink on me (Have a drink on me) Ah, have a drink on me (Have a drink on me) Have a drink on me Have a drink on me Have a drink On me3EmbedShare URLCopyEmbedCopy"
AC/DC,Rock,"Oh, yeah, yeah Yeah, oh Oh, oh We roll tonight To the guitar bite Yeah, yeah Oh  Stand up and be counted For what you are about to receive We are the dealers We'll give you everything you need Hail-hail to the good times 'Cause rock has got the right of way We ain't no legend, ain't no cause We're just living for today  For those about to rock, we salute you For those about to rock, we salute you  We rock at dawn, on the front line Like a bolt right out of the blue The sky's alight with the guitar bite Heads will roll and rock tonight For those about to rock, we salute you For those about to rock, we salute you For those about to rock, we salute you, yes, we do For those about to rock, we salute you Oh, salute  Oh, yeah Oh, yes Load up  We're just a battery for hire with a guitar fire Ready and aimed at you Pick up your balls and load up your cannon For a twenty-one gun salute  For those about to rock— fire (We salute you) Oh, for those about to rock (We salute you) Oh, those about to rock— fire (We salute you) Oh— fire We salute you We salute you Come on Oh For those about to rock, we salute you For those about to rock, we salute you For those about to rock, we salute you For those about to rock, oh, we salute you Shoot, shoot Shoot, shoot Oh, for those who give and those who take Doing your time and those on the rank We salute you, yeah We salute you We salute you We salute you Fire!8EmbedShare URLCopyEmbedCopy"
AC/DC,Rock,"Yeah!  Tailored suits, chauffeured cars Fine hotels and big cigars Up for grabs, all for a price Where the red hot girls keep on dancing through the night  The claim is on you, the sights are on me So what do you do that's guaranteed? Hey, little girl, you want it all The furs, the diamonds, the paintings on the wall  Come on, come on, lovin' for the money Come on, come on, listen to the money talk Come on, come on, lovin' for the money Come on, come on, listen to the money talk  A French maid, foreign chef A big house with king-size beds You had enough, you ship them out The dollar's up, down, you better buy the Pound The claim is on you, the sights are on me So what do you do that's guaranteed? Hey, little girl, you break the laws You hustle, you deal, you steal from us all  Come on, come on, lovin' for the money (Moneytalks) Come on, come on, listen to the money talk (Moneytalks) Come on, come on, lovin' for the money (Moneytalks) Come on, come on, listen to the money talk  Moneytalks Yeah-yow!   Moneytalks B.S. walks Moneytalks Come on, come on  Come on, come on, lovin' for the money (Moneytalks) Come on, come on, listen to the money talk (Moneytalks) Come on, come on, lovin' for the money (Moneytalks) Come on, come on, listen to the money talk (Moneytalks) (Come on, come on, lovin' for the money) Moneytalks (Come on, come on, listen to the money talk) Money talk, talk, talk (Come on, come on, lovin' for the money) Oh, hear it talk (Come on, come on, listen to the money talk) Yeah, yeah-yeah! Money talk!3EmbedShare URLCopyEmbedCopy"
AC/DC,Rock,"She take you down easy Going down to her knees Going down to the devil Down, down to ninety degrees Ah, she blowing me crazy 'Till my ammunition is dry  Ah, she's using her head again She's using her head Ah, she's using her head again  I'm just a-givin' the dog a bone (Givin' the dog a bone) Yeah, I'm givin' the dog a bone (Givin' the dog a bone) I'm just a-givin' the dog a bone (Givin' the dog a bone) I'm just a-givin' the dog a bone (Givin' the dog a bone)  Oh, she's no Mona Lisa No, she's no Playboy star But she'd send you to Heaven Then explode you to Mars  Oh, she's using her head again (using her head again) She's using her head (using her head again) Ah, she's using her head again (using her head) I'm just a-givin' the dog a bone (Givin' the dog a bone) Givin' the dog a bone (Givin' the dog a bone) I'm just a-givin' the dog a bone (Givin' the dog a bone) I'm jus' givin' the dog a bone (Givin' the dog a bone)   She got the power of union Yeah, she only hits when it's hot And if she likes what you're doing Yeah, she'll give you the lot Give it everything, I'm just  Givin' the dog a bone (Givin' the dog a bone) Givin' the dog a bone (Givin' the dog a bone) Givin' the dog a bone (Givin' the dog a bone) I'm just a-givin' the dog a bone (Givin' the dog a bone) I'm just a-givin' the dog a bone (Givin' the dog a bone) Givin' the dog a bone (Givin' the dog a bone) I'm just a-givin' the dog a bone (Givin' the dog a bone) I'm just a-givin' the dog, givin' the dog, givin' the dog' Uhh, I'm just a-givin' the dog a bone, ahhh, no7EmbedShare URLCopyEmbedCopy"
AC/DC,Rock,"Alright Hey there, all you middle men Throw away your fancy clothes And while you're out there, sittin' on the fence So, get off your ass and come down here 'Cause rock and roll ain't no riddle, man To me, it makes good, good sense Good sense, just go Ow Ooh, yes  Heavy decibels are playing on my guitar We got vibrations comin' up from the floor We're just listenin' to the rockers givin' too much noise Are you deaf, you wanna hear some more?  We're just talking about the future Forget about the past It'll always be with us It's never gonna die Never gonna die  Rock and roll ain't noise pollution Rock and roll ain't gonna die Rock and roll ain't noise pollution Rock and roll, it will survive Yes it will, ha ha I took a look inside your bedroom door You looked so good lyin' on your bed Well, I asked you if you wanted any rhythm and love You said you wanna rock and roll, instead  We're just talking about the future Forget about the past It'll always be with us It's never gonna die Never gonna die  Rock and roll ain't noise pollution Rock and roll ain't gonna die Rock and roll ain't no pollution Rock and roll is just rock and roll   Rock and roll ain't noise pollution Rock and roll ain't gonna die Rock and roll ain't no pollution Rock and rollin' will survive Rock and roll ain't no pollution Rock and roll it'll never die Rock and roll ain't no pollution Rock and roll Ah, rock and roll Is just rock and roll, yeah2EmbedShare URLCopyEmbedCopy"
AC/DC,Rock,"The video games say, ""Play me"" Face it on a level, but it take you every time on a one-on-one Feelin' running down your spine Nothin' gonna save your one last dime 'cause it own you Through and through The databank know my number Says I got to pay 'cause I made the grade last year Feel it when I turn the screw Kick you 'round the world There ain’t a thing that it can't do Do to you, yeah  Who made who, who made you? Who made who, ain’t nobody told you? Who made who, who made you? If you made them and they made you Who picked up the bill and who made who? Who made who, who turned the screw?   Satellites send me picture Get it in the aisle Take it to the wall Spinnin' like a dynamo Feel it goin' round and round Running outta chips, you got no line in an 8-bit town So don't look down, no Who made who, who made you? Who made who, ain’t nobody told you? Who made who, who made you? If you made them and they made you Who picked up the bill and who made who? Ain't nobody told you? Who made who? Who made you? Who made who? And who made who? Yeah Nobody told you?3EmbedShare URLCopyEmbedCopy"
AC/DC,Rock,"One hot angel One cool devil Your mind on the fantasy Living on the ecstasy Give it all, give it Give it what you got Come on give it all a lot Pick it up move it Give it to the spot Your mind on fantasy Living on ecstasy  Runaway Train (Running right off the track) Runaway Train (Running right off the track) Runaway Train (Running right off the track) Yeah the Runaway Train (Running right off the track)  One hard rang a ale Old school rebel A ten for the revelry Diamond of the agency Shake it, Shake it Take it to the spot You know she make it really hot Get it on, get it up Come on give it all you got Your mind on fantasy Living on the ecstasy Runaway Train (Running right off the track) Runaway Train (Running right off the track) Runaway Train (Running right off the track) Yeah the Runaway Train (Running right off the track)  One hot southern belle Son of a devil A school boy spelling bee A school girl with a fantasy One hot rang a ale Old school rebel A ten for the revelry Diamond of the agency Shake it, Shake it Take it to the spot You know she make it really hot Get it on, get it up Come on give it what you got You know she’s just like a Runaway Train (Running right off the track) Runaway Train (Running right off the track) Runaway Train (Running right off the track) Yeah the Runaway Train (Running right off the track)3EmbedShare URLCopyEmbedCopy"
AC/DC,Rock,"The moment you realize Those moments just pass you by Gonna take you to paradise  Move it Make you prove it, yeah Breakin' out Break it down Feel the chills, feel the chills Movin' down your spine  (Ahhh-ahhh-ahhh-ahhh) When we recall and Realize (Ah-ah-ah-ah) Make you realize (Ah-ah-ah-ah) I've got the power to hypnotize Make a play, mesmerize Feel the chills up and down your spine I'm gonna make you fly  Your eye's playin' tricks on you Your mind will seek the truth You know you're gonna make it through I said move it Makе you prove it Shake it up, shake it down Feel thе chills, feel the chills Movin' down your spine  (Ahhh-ahhh-ahhh-ahhh) When we recall and Realize, hey yeah (Ah-ah-ah-ah) Gonna make you realize (Ah-ah-ah-ah) I got the power to electrify Make a play to satisfy Feel a chill up and down your spine I'm gonna make you fly Fly, fly   When we recall and Realize (Ah-ah-ah-ah) Gonna make you realize (Ah-ah-ah-ah) I got the power to hypnotize Make a play, mesmerize Feel the chills up and down your spine I'm gonna make you fly2EmbedShare URLCopyEmbedCopy"
AC/DC,Rock,"Flying on a free flight Driving all night with my machinery 'Cause I, I got the power, any hour To show the man in me And those reputations, blown to pieces With my artillery I'll be guiding, we'll be riding Give a-what you got to me  Don't you struggle Don't you fight Don't you worry 'Cause it's your turn tonight  Let me put my love into you, babe Let me put my love on the line Let me put my love into you, babe Let me cut your cake with my knife, oh  Oh, like a fever, burnin' faster You spark the fire in me Crazy feelings got me reeling They got me raisin' steam Now, don't you struggle Don't you fight Don't you worry 'Cause it's your turn tonight, yeah  Let me put my love into you, babe Let me put my love on the line Let me put my love into you, babe Let me cut your cake with my knife, oh Cut it  Let me Let me Ow  Let me put my love into you, babe Let me put my love on the line Let me put my love into you, babe Let me cut your cake with my knife  Oh, let me put my love into you, babe Let me put my love on the line Let me put my love into you, babe Let me give it all Let me give it all to you To you Give it all7EmbedShare URLCopyEmbedCopy"
AC/DC,Rock,"I've been around the world I've seen a million girls Ain't one of them got What my lady, she's got She's stealin' the spotlight Knocks me off my feet She's enough to start a landslide Just a-walking down the street  Wearing dresses so tight And looking dynamite About to blow me out No doubt about it, can't live without it  The girl's got rhythm (Girl's got rhythm) The girl's got rhythm (Girl's got rhythm) She's got the backseat rhythm (Backseat rhythm) The girl's got rhythm Ow!  She's like a lethal brand Too much for any man She give me first degree She really satisfy me Love me 'till I'm limbless Aching and sore Enough to stop a freight train Or start the Third World War You know I'm losing sleep But I'm in too deep Like a body needs blood No doubt about it, can't live without it  The girl's got rhythm (Girl's got rhythm) The girl's got rhythm (Girl's got rhythm) She's got the backseat rhythm (Backseat rhythm) The girl's got rhythm Ow!   You know she move like sin And when she let me in It's like liquid love No doubt about it, can't live without it  The girl's got rhythm (Girl's got rhythm) The girl's got rhythm (Girl's got rhythm) She's got the backseat rhythm (Backseat rhythm) The girl's got rhythm You know she really got the rhythm (Girl's got rhythm) She's got the backseat rhythm (Backseat rhythm) Rock 'n' roll rhythm (Rock 'n' roll rhythm) The girl's got rhythm1EmbedShare URLCopyEmbedCopy"
