Artist,Genre,Lyrics
Adele,Pop,"When the rain is blowing in your face And the whole world is on your case I could offer you a warm embrace To make you feel my love  When the evening shadows and the stars appear And there is no one there to dry your tears I could hold you for a million years To make you feel my love  I know you haven't made your mind up yet But I will never do you wrong I've known it from the moment that we met No doubt in my mind where you belong  I'd go hungry, I'd go black and blue I'd go crawling down the avenue Know there's nothing that I wouldn't do To make you feel my love  The storms are raging on the rollin' sea And on the highway of regret The winds of change are blowing wild and free You ain't seen nothing like me yet  I could make you happy, make your dreams come true Nothing that I wouldn't do Go to the ends of the earth for you To make you feel my love To make you feel my love49EmbedShare URLCopyEmbedCopy"
Adele,Pop,"I've made up my mind Don't need to think it over If I'm wrong, I am right Don't need to look no further This ain't lust, I know this is love, but If I tell the world, I'll never say enough 'Cause it was not said to you And that's exactly what I need to do if I end up with you  Should I give up, or should I just keep chasing pavements Even if it leads nowhere? Or would it be a waste, even if I knew my place? Should I leave it there? Should I give up, or should I just keep chasing pavements Even if it leads nowhere?  I build myself up and fly around in circles Waiting as my heart drops And my back begins to tingle Finally, could this be it, or?  Should I give up, or should I just keep chasing pavements Even if it leads nowhere? Or would it be a waste, even if I knew my place? Should I leave it there? Should I give up, or should I just keep chasing pavements Even if it leads nowhere? Yeah Should I give up, or should I just keep chasing pavements Even if it leads nowhere? Or would it be a waste, even if I knew my place? Should I leave it there? Should I give up, or should I just keep on chasing pavements? Should I just keep on chasing pavements? Oh, oh  Should I give up, or should I just keep chasing pavements Even if it leads nowhere? Or would it be a waste, even if I knew my place? Should I leave it there? Should I give up, or should I just keep chasing pavements Even if it leads nowhere?36EmbedShare URLCopyEmbedCopy"
Adele,Pop,"This is the end Hold your breath and count to ten Feel the Earth move, and then Hear my heart burst again For this is the end I've drowned and dreamt this moment So overdue, I owe them Swept away, I'm stolen  Let the sky fall When it crumbles We will stand tall Face it all together Let the sky fall When it crumbles We will stand tall Face it all together At Skyfall At Skyfall  Skyfall is where we start A thousand miles and poles apart Where worlds collide and days are dark You may have my number You can take my name But you'll never have my heart Let the sky fall (Let the Skyfall) When it crumbles (When it crumbles) We will stand tall (We will stand tall) Face it all together Let the sky fall (Let the Skyfall) When it crumbles (When it crumbles) We will stand tall (We will stand tall) Face it all together At Skyfall Let the sky fall When it crumbles We will stand tall Let the sky fall When it crumbles We will stand tall  Where you go I go What you see I see I know I'd never be me Without the security Of your loving arms Keeping me from harm Put your hand in my hand And we'll stand Let the sky fall (Let the Skyfall) When it crumbles (When it crumbles) We will stand tall (We will stand tall) Face it all together Let the sky fall (Let the Skyfall) When it crumbles (When it crumbles) We will stand tall (We will stand tall) Face it all together At Skyfall Let the sky fall We will stand tall At Skyfall68EmbedShare URLCopyEmbedCopy"
Adele,Pop,"My little love I see your eyes widen like an ocean When you look at me so full of my emotions I'm findin' it hard to be here sincerely I know you feel lost, it's my fault completely Tell me you love me I love you a million percent  I don't recognise myself in the coldness of the daylight So I ain't surprised you can read through all of my lies I feel so bad to be here when I'm so guilty I'm so far gone and you're the only one who can save mе  Oi, I feel like you don't love me Why do you feel likе that? Do you like me? You know mummy doesn't like anyone else like I like you, right?  I'm holdin' on (Barely) Mama's got a lot to learn (It's heavy) I'm holdin' on (Catch me) Mama's got a lot to learn (Teach me) Mummy's been having a lot of big feelings recently Like how? Just, like, hang on, my fingers are trapped Like, um, I feel a bit confused Why? I don't know And I feel like I don't really know what I'm doing Oh, at all? At all And that would make me go...  My little love Tell me, do you feel the way my past aches? When you lay on me, can you hear the way my heart breaks? I wanted you to have everything I never had I'm so sorry if what I've done makes you feel sad I love your dad 'cause he gave you to me You're half me and you're half daddy Oh  I'm holdin' on (Barely) Mama's got a lot to learn (It's heavy) I'm holdin' on (Catch me) Mama's got a lot to learn (Teach me) I'm having a bad day, I'm having a very anxious day I feel very paranoid, I feel very stressed Um, I have a hangover, which never helps, but I feel like today is the first day since I left him that I feel lonely And I never feel lonely, I love being on my own I always preferred being on my own than being with people And I feel like maybe I've been, like, overcompensating And being out and stuff like that to keep my mind off of him And I feel like today, I'm home and I wanna be at home I just wanna watch TV and curl up in a ball and Be in my sweats and stuff like that, but I just feel really lonely I feel a bit frightened that I might feel like this a lot22EmbedShare URLCopyEmbedCopy"
Adele,Pop,"How can one become so bounded by choices that somebody else makes? How come we've both become a version of a person we don't even like? We're in love with the world, but the world just wants to bring us down By puttin' ideas in our heads that corrupt our hearts somehow When I was a child, every single thing could blow my mind Soaking it all up for fun, but now I only soak up wine They say to play hard, you work hard, find balance in the sacrifice And yet I don't know anybody who's truly satisfied  You better believe I'm tryin' (Tryin', tryin') To keep climbin' (Climbin', climbin') But the higher we climb feels like we're both none the wiser  So I hope I learn to get over myself Stop tryin' to be somebody else So we can love each other for free Everybody wants somethin', you just want me  Why am I obsessin' about the things I can't control? Why am I seekin' approval from people I don't even know? In these crazy times, I hope to find somethin' I can cling on to 'Cause I need some substance in my life, somethin' real, somethin' that feels true You better believe for you, I've cried (I've cried, I've cried) High tides (High tides, high tides) 'Cause I want you so bad, but you can't fight fire with fire, oh  So I hope I learn to get over myself Stop tryin' to be somebody else Oh, I just want to love you, love you for free Everybody wants somethin' from me, you just want me  Listen, I know how low I can go, I give as good as I get You get the brunt of it all 'cause you're all I've got left Oh, I hope in time (Hope in time) We both will find (We both find), peace of mind Sometimes, the road less traveled is a road best left behind  Well, I hope I learn to get over myself Stop tryin' to be somebody else Oh, I just want to love you, love you for free, yeah 'Cause everybody wants somethin' from me, you just want me  You better believe I'm tryin' (Tryin', tryin') To keep climbin' (Climbin', climbin') But the higher we climb, feels like we're both none the wiser The only regret I have I wish that it was just at a different time A most turbulent period of my life Why would I put that on you? That's just, like, a very heavy thing to have to talk about But because of that period of time Even though it was so much fun I didn't get to go on and make new memories with him There were just memories in a big storm6EmbedShare URLCopyEmbedCopy"
Adele,Pop,"Hold on You are still strong Love will soon come Just hold, hold on  Oh, what have I done yet again? Have I not learned anything? I don't want to live in chaos It's like a ride that I want to get off It's hard to hold on to who I am When I'm stumblin' in the dark for a hand I am so tired of battling with myself, with no chance to win  (Hold on) Let time be patient (You are still strong) Let pain be gracious (Love will soon come) Just hold, hold on  I swear to God, I am such a mess The harder that I try, I regress I'm my own worst enemy Right now, I truly hate bein' me Every day feels like the road I'm on Might just open up and swallow me whole How do I feel so mighty small When I'm struggling to feel at all? Just hold on (Hold on) Let time be patient You are still strong (You are still strong) Let pain be gracious (Love will soon come) Just hold on (You, just hold on, you, just hold on) Hold on (You, just hold on, just hold on)  Sometimes loneliness is the only rest we get (Just hold on, just hold on) And the emptiness actually lets us forget (Just hold on, just hold on) Sometimes forgiveness is easiest in secret (Just hold on, just hold on, just hold on, just hold on)  So just hold on, ooh Let time be patient and (You are still strong) Let pain be gracious Love will soon come, baby If you just hold on  Hold on, hold on, hold on, hold on (Hold on) Just let time be patient 'Cause you're still strong, you're still strong (You are still strong) Just be gracious Love will soon come If you just hold on (You, just hold on, you, just hold on, you, just hold on) Just be patient, just be patient (You, just hold on, you, just just hold on) (You, just hold on, just hold on, just hold on)4EmbedShare URLCopyEmbedCopy"
Adele,Pop,"I only wanted to have fun Learning to fly, learning to run I let my heart decide the way When I was young Deep down, I must have always known That this would be inevitable To earn my stripes, I'd have to pay And bare my soul  I know I'm not the only one Who regrets the things they've done Sometimes, I just feel it's only me Who can't stand the reflection that they see I wish I could live a little more Look up to the sky, not just the floor I feel like my life is flashing by And all I can do is watch and cry I miss the air, I miss my friends I miss my mother, I miss it when Life was a party to be thrown But that was a million years ago When I walk around all of the streets Where I grew up and found my feet They can't look me in the eye It's like they're scared of me I try to think of things to say Like a joke or a memory But they don't recognize me now In the light of day  I know I'm not the only one Who regrets the things they've done Sometimes, I just feel it's only me Who never became who they thought they'd be I wish I could live a little more Look up to the sky, not just the floor I feel like my life is flashing by And all I can do is watch and cry I miss the air, I miss my friends I miss my mother, I miss it when Life was a party to be thrown But that was a million years ago  A million years ago29EmbedShare URLCopyEmbedCopy"
Adele,Pop,"Take your eyes off of me so I can leave I'm far too ashamed to do it with you watching me This is never ending, we have been here before But I can't stay this time 'cause I don't love you anymore  Please stay where you are, don't come any closer Don't try to change my mind, I'm being cruel to be kind  I can't love you in the dark It feels like we're oceans apart There is so much space between us Baby, we're already defeated Ah-yeah-yeah-yeah-yeah-yeah-yeah-yeah, everything changed me  You have given me something that I can't live without You mustn't underestimate that when you are in doubt But I don't want to carry on like everything is fine The longer we ignore it all, the more that we will fight  Please don't fall apart, I can't face your breaking heart I'm trying to be brave, stop asking me to stay I can't love you in the dark It feels like we're oceans apart There is so much space between us Baby, we're already defeated Ah-yeah-yeah-yeah-yeah-yeah-yeah-yeah, everything changed me  We're not the only ones I don't regret a thing Every word I've said You know I'll always mean It is the world to me That you are in my life But I want to live and not just survive   That's why I can't love you in the dark It feels like we're oceans apart There is so much space between us Baby, we're already defeated 'Cause ah-yeah-yeah-yeah-yeah-yeah, everything changed me And I-I-I-I-I don't think you can save me15EmbedShare URLCopyEmbedCopy"
Adele,Pop,"Close enough to start a war All that I have is on the floor God only knows what we're fighting for All that I say, you always say more  I can't keep up with your turning tables Under your thumb, I can't breathe  So I won't let you close enough to hurt me No, I won't rescue you to just desert me I can't give you the heart you think you gave me It's time to say goodbye to turning tables To turning tables  Under haunted skies, I see you, ooh Where love is lost, your ghost is found I braved a hundred storms to leave you As hard as you try, no, I will never be knocked down  I can't keep up with your turning tables Under your thumb, I can't breathe So I won't let you close enough to hurt me No, I won't rescue you to just desert me I can't give you the heart you think you gave me It's time to say goodbye to turning tables Turning tables  Next time, I'll be braver I'll be my own saviour When the thunder calls for me Next time, I'll be braver I'll be my own saviour Standing on my own two feet  I won't let you close enough to hurt me No, I won't rescue you to just desert me I can't give you the heart you think you gave me It's time to say goodbye to turning tables To turning tables  Turning tables, yeah Turn, no, no-oh, mmm45EmbedShare URLCopyEmbedCopy"
Adele,Pop,"I want every single piece of you I want your heaven and your oceans too Treat me soft but touch me cruel I wanna teach you things you never knew, baby Bring the floor up to my knees Let me fall into your gravity Then kiss me back to life to see Your body standing over me  Baby, don't let the lights go down Baby, don't let the lights go down Baby, don't let the lights go down Lights go down, lights go down Lights go down, lights go down Down, down, down  I miss you when the lights go out It illuminates all of my doubts Pull me in, hold me tight, don't let go Baby, give me light I miss you when the lights go out It illuminates all of my doubts Pull me in, hold me tight, don't let go Baby, give me light I love the way your body moves Towards me from across the room Brushing past my every groove No one has me like you do, baby Bring your heart, I'll bring my soul But be delicate with my ego I wanna step into your great unknown With you and me setting the tone  Baby, don't let the lights go down Baby, don't let the lights go down Baby, don't let the lights go down Lights go down, lights go down Lights go down, lights go down Down, down, down  I miss you when the lights go out It illuminates all of my doubts Pull me in, hold me tight, don't let go Baby, give me light I miss you when the lights go out It illuminates all of my doubts Pull me in, hold me tight, don't let go Baby, give me light We play so dirty in the dark 'Cause we are living worlds apart It only makes it harder, baby It only makes it harder, baby Harder baby, harder baby  I miss you when the lights go out It illuminates all of my doubts Pull me in, hold me tight, don't let go Baby, give me light I miss you when the lights go out It illuminates all of my doubts Pull me in, hold me tight, don't let go Baby, give me light  I miss you, I miss you I miss you, I miss you I miss you, I miss you I miss you, I miss you27EmbedShare URLCopyEmbedCopy"
Adele,Pop,"I remember all of the things that I thought I wanted to be So desperate to find a way out of my world and finally breathe Right before my eyes I saw my heart, it came to life This ain't easy, it's not meant to be, every story has its scars  But when the pain cuts you deep When the night keeps you from sleeping Just look and you will see that I will be your remedy When the world seems so cruel And your heart makes you feel like a fool I promise you will see that I will be I will be your remedy  No river is too wide or too deep for me to swim to you Come whatever, I'll be the shelter that won't let the rain come through Your love, it is my truth and I will always love you Love you, oh  When the pain cuts you deep When the night keeps you from sleeping Just look and you will see that I will be your remedy When the world seems so cruel And your heart makes you feel like a fool I promise you will see that I will be I will be your remedy Ohhh, ohhh When the pain cuts you deep When the night keeps you from sleeping Just look and you will see that I will be, I will be When the world seems so cruel And your heart makes you feel like a fool I promise you will see that I will be, I will be I will be your remedy, mmm, mm-hmm19EmbedShare URLCopyEmbedCopy"
Adele,Pop,"I ain't got too much time to spare But I'll make time for you to show how much I care Wish that I would let you break my walls But I'm still spinning out of control from the fall Boy, you give good love, I won't lie It's what keeps me comin' back even though I'm terrified  I know that it's wrong But I want to have fun Mmm, yeah, mmm, yeah I know that it's wrong But I want to have fun Mmm, yeah, mmm, yeah  Oh, my God, I can't believe it Out of all the people in the world What is the likelihood of jumping Out of my life and into your arms? Maybe, baby, I'm just losing my mind 'Cause this is trouble, but it feels right Teetering on the edge of Heaven and Hell Is a battle that I cannot fight I'm a fool, but they all think I'm blind I'd rather be a fool than leave myself behind I don't have to explain myself to you I am a grown woman and I do what I want to do  I know that it's wrong But I want to have fun Mmm, yeah, mmm, yeah I know that it's wrong But I want to have fun Mmm, yeah, mmm, yeah  Oh, my God, I can't believe it Out of all the people in the world What is the likelihood of jumping Out of my life and into your arms? Maybe, baby, I'm just losing my mind 'Cause this is trouble, but it feels right Teetering on the edge of Heaven and Hell Is a battle that I cannot fight  ""Lord, don't let me,"" I say, ""Lord, don't let me"" I say, ""Lord, don't let me, let me down"" (Oh, Lord) ""Lord, don't let me,"" I say, ""Lord, don't let me"" I say, ""Lord, don't let me, let me down"" (Don't let me let myself down) ""Lord, don't let me,"" I say, ""Lord, don't let me"" I say, ""Lord, don't let me, let me down"" (Oh, my God) ""Lord, don't let me,"" I say, ""Lord, don't let me"" I say, ""Lord, don't let me, let me down"" (Oh, oh-oh-oh, oh-oh-oh) Oh, my God, I can't believe it Out of all the people in the world What is the likelihood of jumping Out of my life and into your arms? Maybe, baby, I'm just losing my mind 'Cause this is trouble, but it feels right Teetering on the edge of Heaven and Hell Is a battle that I cannot fight  ""Lord, don't let me,"" I say, ""Lord, don't let me"" I say, ""Lord, don't let me, let me down"" (I know that it's wrong, but I want to have fun) ""Lord, don't let me,"" I say, ""Lord, don't let me"" I say, ""Lord, don't let me, let me down"" (Mmm, yeah, mmm, yeah) ""Lord, don't let me,"" I say, ""Lord, don't let me"" I say, ""Lord, don't let me, let me down"" (I know that it's wrong, but I want to have fun) ""Lord, don't let me,"" I say, ""Lord, don't let me"" I say, ""Lord, don't let me, let me down"" (Mmm, yeah, mmm, yeah)7EmbedShare URLCopyEmbedCopy"
Adele,Pop,"I'll be taking flowers to the cemetery of my heart For all of my lovers in the present and in the dark Every anniversary, I'll pay respects and say I'm sorry For they never stood a chance as if they could When no one knows what it's like to be us  I've never seen the sky this colour before It's like I'm noticin' everythin' a little bit more Now that all the dust has settled I rebut all my rebuttals No one knows what it's likе to be us  Strangers by nature Strangеrs by nature  Will I ever get there? Oh, I hope that someday I'll learn To nurture what I've done  Ooh-ooh, ooh Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh Ooh-ooh-ooh Ooh-ooh Alright then, I'm ready10EmbedShare URLCopyEmbedCopy"
